Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,product_name,average_rating,total_no_of_reviews,brand,model,in_stock,condition,ships_from,sold_by,prime_eligible,drive_type,form_factor,interface,read_speed_mbps,write_speed_mbps,estimated_delivery_date,warranty_months
$0.025,$25.00,$50,2 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09LZ4STX4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B09LZ4STX4,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$300,12 TB,,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B093BSR3H4?tag=synack-20&linkCode=ogv&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B093BSR3H4,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.025,$25.00,$200,8 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00NP6AOCK?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,500,Unknown,B00NP6AOCK,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.025,$25.00,$200,8 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07XQ18JJW?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07XQ18JJW,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.025,$25.00,$300,12 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07DYNG3N8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B07DYNG3N8,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.025,$25.00,$300,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07JJK7S37?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,B07JJK7S37,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$300,12 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CJM1B6DY?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,150,Unknown,B0CJM1B6DY,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$300,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07H4YV359?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,500,Unknown,B07H4YV359,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,140,01/15,24
$0.025,$25.00,$300,12 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CSMB8TYR?tag=synack-20&linkCode=osi&th=1&psc=1,Disk Drive Storage Device,4.5,150,Unknown,B0CSMB8TYR,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$300,12 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0F7VN5JLQ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,100,Unknown,B0F7VN5JLQ,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,5
$0.025,$25.00,$300,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09S223KQ7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,B09S223KQ7,limited,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.025,$25.00,$350,14 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08FQ3VST4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,False,new,Amazon,Amazon,False,SSD,"2.5""",SATA III,550,500,01/15,12
$0.025,$25.00,$400,16 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BWL59XLF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$400,16 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BWMLCWZ7?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Disk Drive Storage Device,4.5,150,Amazon,B0BWMLCWZ7,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.025,$25.00,$400,16 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BYV2559Z?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,B0BYV2559Z,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,60
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0B6QSS4T3?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,150,Unknown,B0B6QSS4T3,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CP8VCTTJ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Unknown,no,SSD,M.2,NVMe PCIe,0,0,01/01,12
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0CXCCBM61?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DCM7GMTX?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,False,SSD,M.2,NVMe PCIe,500,450,01/15,5
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DJCPCLGF?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,60
$0.025,$25.00,$400,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0DNLYWQ7H?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,B0DNLYWQ7H,unknown,new,Amazon,Amazon,False,SSD,M.2,NVMe PCIe,3500,3000,01/01,5
$0.025,$25.00,$450,18 TB,3 months,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0FGHQKV2K?tag=synack-20&linkCode=osi&th=1&psc=1,"Western Digital Internal Hard Drives 18Tb DC HC550 Surveillance,Wd 3.5 HDD Sata 6Gb/s 7200 PRM NAS 512 mb Cache for Dvr Nvr",4.1,30,Western Digital,DC HC550,True,refurbished,Amazon,Kings PC,True,HDD,"3.5""",SATA III,260,260,04/29,12
$0.025,$25.06,$20,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000Q061YS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,3.5,0,Unknown,B000Q061YS,unknown,new,Amazon,Amazon,False,HDD,"3.5""",SATA III,7200,7200,01/15,12
$0.025,$25.09,$201,8 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CMQ6SK7W?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0CMQ6SK7W,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,140,130,01/15,24
$0.025,$25.18,$403,16 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08K3VVKSW?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,SSD,"2.5""",SATA III,0,0,Unknown,24
$0.025,$25.33,$190,1.5 TB x5,,Tape,LTO-5,New,https://www.amazon.com/dp/B0026QJTUI?tag=synack-20&linkCode=osi&th=1&psc=1,"Western Digital Caviar Blue 3.5"" Internal Hard Drive",4.5,287,Western Digital,WD Caviar Blue,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,72,72,01/15,24
$0.025,$25.50,$510,20 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0F9ZXDHDH?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,150,Unknown,B0F9ZXDHDH,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.026,$25.56,$460,18 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0GCQ59K3G?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0GCQ59K3G,unknown,new,Amazon,Amazon,True,SSD,M.2,NVMe PCIe,3500,3000,01/15,60
$0.026,$25.62,$410,16 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0D2Z3C45F?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,B0D2Z3C45F,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,0,0,01/01,24
$0.026,$25.62,$410,16 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0F7VBC92Q?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B0F7VBC92Q,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$25.75,$309,12 TB,3 years,"Internal 3.5""",HDD,New,https://www.amazon.com/dp/B0BCVNP2D7?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$25.83,$310,12 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CMK6CP7L?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,B0CMK6CP7L,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$25.83,$310,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07Y8GF5M6?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Drive,4.5,250,Amazon,B07Y8GF5M6,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$25.83,$310,12 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CMKWMNCP?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Hard Drive,4.5,150,Unknown,B0CMKWMNCP,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,115,01/15,24
$0.026,$26.11,$470,18 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BGRZ733T?tag=synack-20&linkCode=osi&th=1&psc=1,"Seagate Enterprise 3.5"" 18000 GB 7200 RPM 18 TB 3.5"" 7200 RPM SATA ST18000NM00J (Renewed)",4.2,149,Seagate,ST18000NM00J,limited,refurbished,goHardDrive,goHardDrive,yes,HDD,"3.5""",SATA III,,,05/01,24
$0.026,$26.12,$209,8 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0GVPWG5Z3?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,150,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$26.13,$209,8 TB,2 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07H289S7C?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,500,Unknown,B07H289S7C,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.026,$26.19,$419,16 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B0B5YHSGY8?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Solid State Drive,4.5,150,Unknown,B0B5YHSGY8,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$26.24,$21,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000VIBOUQ?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,no,HDD,"3.5""",SATA III,7200,7200,Unknown,24
$0.026,$26.24,$21,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B000YTKQD8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,0,0,Unknown,B000YTKQD8,False,new,Amazon,Amazon,False,HDD,"3.5""",SATA III,7200,7200,Unknown,24
$0.026,$26.25,$210,8 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07H24QRS4?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Drive Storage Device,4.5,150,Unknown,B07H24QRS4,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.026,$26.25,$420,16 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CF5XVHMS?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0CF5XVHMS,limited,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$26.25,$420,16 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0GCP6611V?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,150,Unknown,B0GCP6611V,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.026,$26.25,$21,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B00CA4LGJ8?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B00CA4LGJ8,yes,new,Amazon,Amazon,yes,Portable HDD,"3.5""",USB 3.0,120,115,01/15,24
$0.026,$26.33,$316,12 TB,5 years,Internal,SAS,Used,https://www.amazon.com/dp/B086WVVXCS?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B086WVVXCS,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.026,$26.50,$53,2 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00BRER4G6?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B00BRER4G6,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.027,$26.62,$639,24 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GQSNTTLK?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,B0GQSNTTLK,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.027,$26.66,$80,3 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GWHVPZT6?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,500,Unknown,B0GWHVPZT6,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,12
$0.027,$26.67,$320,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CFFKHZCR?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B0CFFKHZCR,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,95,01/15,24
$0.027,$26.67,$480,18 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BSZL39NH?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,50,Unknown,B0BSZL39NH,limited,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,72,72,01/15,24
$0.027,$26.75,$535,20 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B09VCXWPQG?tag=synack-20&linkCode=osi&th=1&psc=1,"WD 20TB Elements Desktop External Hard Drive, USB 3.0 drive for plug-and-play storage - WDBWLG0200HBK-NESN",4.5,27605,WD,WDBWLG0200HBK-NESN,True,new,Amazon,Amazon.com,True,Portable HDD,"3.5""",USB 3.0,,,04/29,24
$0.027,$26.87,$430,16 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0BYTZWX7C?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,B0BYTZWX7C,unknown,new,Amazon,Amazon,no,SSD,M.2,NVMe PCIe,0,0,unknown,24
$0.027,$26.88,$215,8 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B014UYHCPM?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,500,Unknown,B014UYHCPM,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.027,$26.88,$215,8 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07MC5GKG5?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B07MC5GKG5,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/20,24
$0.027,$27.00,$270,10 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B08G7JGGQS?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B08G7JGGQS,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.027,$27.00,$108,4 TB,,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00JJIE64K?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,50,Unknown,Unknown,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.027,$27.00,$81,3 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00SY4LH1U?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,250,Unknown,B00SY4LH1U,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,120,110,01/15,24
$0.027,$27.01,$432,16 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07XBTS8S1?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B07XBTS8S1,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,150,150,01/15,12
$0.027,$27.18,$17,25 GB x25,,Optical,BD-R,New,https://www.amazon.com/dp/B074Z1WJV7?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Internal Disk Drive,4.5,150,Unknown,B074Z1WJV7,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.027,$27.42,$329,12 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0GD2CNCJG?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,36
$0.027,$27.44,$220,8 TB,3 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B09P2JY17H?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B09P2JY17H,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.027,$27.45,$69,50 GB x50,,Optical,BD-R,New,https://www.amazon.com/dp/B01AL5KA9O?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.027,$27.48,$22,800 GB,,Tape,LTO-4,New,https://www.amazon.com/dp/B010EIP0Y8?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive,4.5,150,Unknown,B010EIP0Y8,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,7200,7200,01/15,24
$0.027,$27.50,$110,4 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07DKXQ8Z4?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,520,01/15,24
$0.027,$27.50,$220,8 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0DWWP7T8B?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0DWWP7T8B,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,110,01/15,24
$0.028,$27.50,$165,6 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B07WK4MC7X?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,250,Unknown,B07WK4MC7X,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,120,01/15,24
$0.028,$27.50,$165,6 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B00T7MB85I?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.0,50,Unknown,Unknown,True,new,Amazon,Amazon,True,HDD,"3.5""",SATA III,72,72,01/15,24
$0.028,$27.74,$35,25 GB x50,,Optical,BD-RE,New,https://www.amazon.com/dp/B0D5HHL57R?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive Product,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,24
$0.028,$27.77,$500,18 TB,3 months,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0CZM957F3?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Drive,4.5,150,Amazon,B0CZM957F3,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,520,01/15,36
$0.028,$27.78,$500,18 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0C8BWL98H?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Internal Disk Drive,4.5,250,Unknown,B0C8BWL98H,yes,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.028,$27.81,$445,16 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B0DY82MSD3?tag=synack-20&linkCode=osi&th=1&psc=1,External Portable Solid State Drive,4.5,150,Unknown,B0DY82MSD3,yes,new,Amazon,Amazon,yes,Portable SSD,"2.5""",USB 3.2,540,500,01/15,24
$0.028,$27.81,$445,16 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B099FMQVXG?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B099FMQVXG,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,100,100,01/15,12
$0.028,$27.81,$556,20 TB,3 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B0B2PZWD81?tag=synack-20&linkCode=ogv&th=1&psc=1,External Portable Hard Drive,4.5,150,Unknown,B0B2PZWD81,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.028,$27.96,$224,8 TB,2 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B01LQQHLGC?tag=synack-20&linkCode=osi&th=1&psc=1,Amazon Storage Device,4.5,150,Unknown,B01LQQHLGC,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,520,500,01/15,24
$0.028,$28.00,$280,10 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07NGRD7WM?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B07NGRD7WM,True,new,Amazon,Amazon,True,Portable HDD,"2.5""",USB 3.0,120,115,01/20,24
$0.028,$28.00,$280,10 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0D9RMZHYM?tag=synack-20&linkCode=osi&th=1&psc=1,WD Blue SSD,4.5,250,WD,WD Blue SSD,True,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,560,530,01/15,24
$0.028,$28.00,$280,10 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0D9RMHPDG?tag=synack-20&linkCode=osi&th=1&psc=1,MDD 10TB 7200 RPM 256MB Cache SATA 6.0Gb/s 3.5inch Enterprise Hard Drive (Renewed),4.2,26,MDD MAXDIGITALDATA,MDD-10TB-7200RPM,True,refurbished,third-party,goHardDrive,True,HDD,"3.5""",SATA III,180,180,05/01,36
$0.028,$28.00,$280,10 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B0966TZJGJ?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive Storage Device,4.5,150,Unknown,B0966TZJGJ,yes,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,12
$0.028,$28.00,$224,8 TB,,Internal,SAS,Used,https://www.amazon.com/dp/B01GSSI3WY?tag=synack-20&linkCode=osi&th=1&psc=1,External Hard Drive,4.5,150,Unknown,B01GSSI3WY,limited,new,Amazon,Amazon,yes,Portable HDD,"2.5""",USB 3.0,130,120,01/15,24
$0.028,$28.00,$168,6 TB,5 years,"Internal 3.5""",HDD,Used,https://www.amazon.com/dp/B00UMVCB7C?tag=synack-20&linkCode=osi&th=1&psc=1,"WD 6TB 3.5"" Re 7200 RPM SATA III 128 MB Cache Bulk/OEM Enterprise Hard Drive (WD6001FSYZ)",4.2,11,WD,WD6001FSYZ,limited,new,Brute Networks Corporation,Brute Networks Corporation,True,HDD,"3.5""",SATA III,272,272,05/11,60
$0.028,$28.00,$56,2 TB,3 months,Internal,SAS,Used,https://www.amazon.com/dp/B07S4C57D8?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,Unknown,unknown,new,Amazon,Amazon,True,SSD,"2.5""",SATA III,550,500,01/15,24
$0.028,$28.10,$337,12 TB,3 years,"External 3.5""",HDD,Used,https://www.amazon.com/dp/B0BB8TPT2W?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,0,Unknown,Unknown,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,0,0,01/15,12
$0.028,$28.12,$450,16 TB,2 years,"External 3.5""",HDD,New,https://www.amazon.com/dp/B08KTRKB6S?tag=synack-20&linkCode=osi&th=1&psc=1,Unknown Disk Drive,4.5,100,Unknown,B08KTRKB6S,unknown,new,Amazon,Amazon,yes,SSD,"2.5""",SATA III,550,500,01/15,24
$0.028,$28.12,$450,800 GB x20,,Tape,LTO-4,New,https://www.amazon.com/dp/B00288854A?tag=synack-20&linkCode=osi&th=1&psc=1,Internal Hard Drive Storage Device,4.5,150,Unknown,B00288854A,yes,new,Amazon,Amazon,yes,HDD,"3.5""",SATA III,150,140,01/15,24
